entity,item,entity_type,context
"Astora, Knight",Armor of the Sun,ORG,"Armor of Solaire of Astora, Knight of
Sunlight. The large holy symbol of the Sun,
while powerless, was painted by Solaire himself. Solaire's incredible prowess must have
come from rigorous training al..."
"Astora, Knight",Iron Bracelet,ORG,"Bracelets of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhi..."
"Astora, Knight",Iron Leggings,ORG,"Leggings of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhib..."
Solaire,Iron Helm,PERSON,"Helm of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhibits ..."
Solaire,Armor of the Sun,PERSON,"Armor of Solaire of Astora, Knight of
Sunlight. The large holy symbol of the Sun,
while powerless, was painted by Solaire himself. Solaire's incredible prowess must have
come from rigorous training al..."
Solaire,Armor of the Sun,PERSON,"Armor of Solaire of Astora, Knight of
Sunlight. The large holy symbol of the Sun,
while powerless, was painted by Solaire himself. Solaire's incredible prowess must have
come from rigorous training al..."
Solaire,Iron Bracelet,PERSON,"Bracelets of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhi..."
Solaire,Iron Leggings,PERSON,"Leggings of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhib..."
the Goddess of Sin,Mask of Velka,WORK_OF_ART,"Mask worn by pardoners serving Velka,
the Goddess of Sin. The pardoners listen to the confessions of
sinners, urging reflection and salvation.
Their masks symbolize separation from
worldly desires."
the Goddess of Sin,Black Cleric Robe,WORK_OF_ART,"Robe worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all man..."
the Goddess of Sin,Black Manchette,WORK_OF_ART,"Manchette worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against al..."
the Goddess of Sin,Black Tights,WORK_OF_ART,"Tights worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all m..."
Grant,Paladin Helm,ORG,"Helm of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordra..."
Grant,Paladin Armor,ORG,"Armor of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordr..."
Grant,Paladin Gauntlets,ORG,"Gauntlets of Leeroy, Paladin of the
Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for L..."
Grant,Paladin Leggings,ORG,"Leggings of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lo..."
Sanctus,Paladin Helm,ORG,"Helm of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordra..."
Sanctus,Paladin Armor,ORG,"Armor of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordr..."
Sanctus,Paladin Gauntlets,ORG,"Gauntlets of Leeroy, Paladin of the
Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for L..."
Sanctus,Paladin Leggings,ORG,"Leggings of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lo..."
Leeroy,Paladin Helm,ORG,"Helm of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordra..."
Leeroy,Paladin Armor,ORG,"Armor of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordr..."
Leeroy,Paladin Gauntlets,ORG,"Gauntlets of Leeroy, Paladin of the
Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for L..."
Leeroy,Paladin Leggings,ORG,"Leggings of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lo..."
Pharis,Pharis`s Hat,GPE,"Broad-brimmed hat favored by the archer hero
Pharis. Pharis was an accomplished archer, and though
he was human, he ranked alongside Hawkeye
Gough, one of the Four Knights of Lord
Gwyn. His hat is uni..."
Helm of Vamos,Royal Helm,PERSON,"Helm of Vamos, skeleton blacksmith of the
Catacombs. Partially made of gold, and
confers high resistance overall. The helm is believed to belong to an ancient
royal line, but only Vamos would know for..."
skeleton blacksmith,Royal Helm,PERSON,"Helm of Vamos, skeleton blacksmith of the
Catacombs. Partially made of gold, and
confers high resistance overall. The helm is believed to belong to an ancient
royal line, but only Vamos would know for..."
Anor Londo,Silver Knight Helm,PERSON,"Helm of the Silver Knights who protect Anor
Londo. When Lord Gwyn departed to link the Fire,
his knights split into two groups. The Silver
Knights remained in the forsaken capital in
the service of th..."
Anor Londo,Smough`s Helm,GPE,"Helm of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Anor Londo,Silver Knight Armor,PERSON,"Armor of the Silver Knights who protect Anor
Londo. When Lord Gwyn departed to link the Fire,
his knights split into two groups. The Silver
Knights remained in the forsaken capital in
the service of t..."
Anor Londo,Smough`s Armor,GPE,"Armor of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Anor Londo,Giant Gauntlets,GPE,"Gauntlets of the giant sentinels of Anor
Londo. Made from ancient brass, they also offer
protection versus non-physical attacks, but
due to their giant size, they are extremely
heavy for humans, and i..."
Anor Londo,Smough`s Gauntlets,GPE,"Gauntlets of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Anor Londo,Giant Leggings,GPE,"Leggings of the giant sentinels of Anor
Londo. Made from ancient brass, they also offer
protection versus non-physical attacks, but
due to their giant size, they are extremely
heavy for humans, and im..."
Anor Londo,Smough`s Leggings,GPE,"Leggings of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Channelers,Six-Eyed Helm of the Channelers,ORG,"Helm of the Channelers, sorcerers that serve
Seath the Scaleless. The six eyes arranged
in two vertical columns compensate for
Seath's lack of sight. The heaviest of protective gear for
sorcerers, and..."
Channelers,Robe of the Channelers,ORG,"Robe of the Channelers, sorcerers that serve
Seath the Scaleless. Even after the onset of
Seath's madness, the ""snatchers"" as they
were often called, ventured to far lands to
find suitable human speci..."
Channelers,Gauntlets of the Channelers,ORG,"Gauntlets of the Channelers, sorcerers that
serve Seath the Scaleless. Even after the
onset of Seath's madness, the ""snatchers""
as they were often called, ventured to far
lands to find suitable human ..."
Channelers,Waistcloth of the Channelers,ORG,"Waistcloth of the Channelers, sorcerers that serve
Seath the Scaleless. Even after the onset of
Seath's madness, the ""snatchers"" as they
were often called, ventured to far lands to
find suitable human..."
Executioner,Smough`s Helm,ORG,"Helm of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Executioner,Smough`s Armor,ORG,"Armor of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Executioner,Smough`s Gauntlets,ORG,"Gauntlets of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Executioner,Smough`s Leggings,ORG,"Leggings of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Cursed,Snickering Top Hat,PERSON,"Black top hat worn by Marvellous Chester,
a man of mystery lost in the past. The wearer of this top hat cracks a dubious,
permanent grin. The Curse of Chester!"
the Knights of Berenike,Steel Helm,ORG,"Helm of the Knights of Berenike, known for
their heavy armaments and armor. Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their
jo..."
the Knights of Berenike,Steel Armor,ORG,"Armor of the Knights of Berenike, known for
their heavy armaments and armor. Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their
j..."
the Knights of Berenike,Steel Gauntlets,ORG,"Gauntlets of the Knights of Berenike, known
for their heavy armaments and armor Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But thei..."
the Stone Knight,Stone Helm,ORG,"Moss-covered helm of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although this helm is also imbued
with magic, it is incredibly heavy."
the Stone Knight,Stone Armor,ORG,"Moss-covered armor of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although this armor is also imbued
with magic, it is incredibly heavy."
the Stone Knight,Stone Gauntlets,ORG,"Moss-covered gauntlets of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although these gauntlets are also imbued
with magic, they are incredibl..."
the Stone Knight,Stone Leggings,ORG,"Moss-covered leggings of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although these leggings are also imbued
with magic, they are incredibly ..."
the Stone Knight,Stone Helm,ORG,"Moss-covered helm of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although this helm is also imbued
with magic, it is incredibly heavy."
the Stone Knight,Stone Armor,ORG,"Moss-covered armor of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although this armor is also imbued
with magic, it is incredibly heavy."
the Stone Knight,Stone Gauntlets,ORG,"Moss-covered gauntlets of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although these gauntlets are also imbued
with magic, they are incredibl..."
the Stone Knight,Stone Leggings,ORG,"Moss-covered leggings of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although these leggings are also imbued
with magic, they are incredibly ..."
Beatrice,Witch Hat,ORG,"Hat of the rogue witch Beatrice. Almost all magic users that employ a wand
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of her ord..."
Beatrice,Witch Hat,ORG,"Hat of the rogue witch Beatrice. Almost all magic users that employ a wand
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of her ord..."
Beatrice,Witch Cloak,ORG,"Cloak of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of he..."
Beatrice,Witch Cloak,ORG,"Cloak of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of he..."
Beatrice,Witch Gloves,ORG,"Gloves of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of h..."
Beatrice,Witch Gloves,ORG,"Gloves of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of h..."
Beatrice,Witch Skirt,ORG,"Skirt of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of he..."
Beatrice,Witch Skirt,ORG,"Skirt of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of he..."
Armor of Solaire,Armor of the Sun,ORG,"Armor of Solaire of Astora, Knight of
Sunlight. The large holy symbol of the Sun,
while powerless, was painted by Solaire himself. Solaire's incredible prowess must have
come from rigorous training al..."
Robe,Black Cleric Robe,PERSON,"Robe worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all man..."
Robe,Holy Robe,PERSON,"Robe donned by the men of the cloth. Though plain
to the eye, its hardy fabric repels rain and
keeps the body warm. Those dissatisfied with church teachings
must test their faith by going on a spiritu..."
Robe,Painting Guardian Robe,PERSON,"Robe worn by the alabaster-clothed guardians
of the paintings in Anor Londo. Offer
substantial protection versus magic. They have guarded the Great Painting of
Ariamis for ages, passing their duty dow..."
Robe,Sage Robe,PERSON,"Robe worn by Big Hat Logan. It is said to
have been from his apprentice days at Dragon
School, but it is so worn out, no one knows
what it originally looked like. Logan, who cared little for his appea..."
Robe,Tattered Cloth Robe,PERSON,"Robe worn by pyromancers of the Great Swamp.
Though it appears tattered, it is actually
quite strong. Their attire offers substantial protection
against poison, fire, and other forces of
nature out in..."
the Black Knight,Black Knight Armor,ORG,"Armor of the Black Knight who haunt Lordran. The knights followed Lord Gwyn when he
departed to link the flame, but they
were burned to ashes in newly kindled
fire, wandering the world as disembodied
..."
Cloak,Black Sorcerer Cloak,ORG,"Cloak worn by the secret sorcerers at
Vinheim Dragon School. They secretly work with sound-based spells,
and never reveal themselves."
Cloak,Sorcerer Cloak,ORG,"Cloak worn by proper sorcerers who
studied at Vinheim Dragon School. The majority take pride in having studied at
the academy and look down on breaking the
formal dress code established for sorcerers."
Cloak,Witch Cloak,PERSON,"Cloak of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of he..."
Catarina,Catarina Armor,GPE,"Distinctively shaped armor worn by the
Knights of Catarina. Outside of Caterina, it is often ridiculed for
their onion-like shape, infuriating the proud
knights, but the masterfully forged curved
desi..."
Catarina,Catarina Gauntlets,GPE,"Distinctively shaped gauntlets worn by the
Knights of Catarina. Outside of Caterina, they are often ridiculed
for their onion-like shape, infuriating the
proud knights, but the masterfully forged
curv..."
Catarina,Catarina Leggings,GPE,"Distinctively shaped leggings worn by the
Knights of Catarina. Outside of Caterina, they are often ridiculed
for their onion-like shape, infuriating the
proud knights, but the masterfully forged
curve..."
recovery1,Giant Armor,ORG,"Armor of the giant sentinels of Anor Londo. Made from ancient brass, it also offers
protection versus non-physical attacks, but
due to its giant size, it is extremely heavy
for humans, and impedes sta..."
White,Holy Robe,LOC,"Robe donned by the men of the cloth. Though plain
to the eye, its hardy fabric repels rain and
keeps the body warm. Those dissatisfied with church teachings
must test their faith by going on a spiritu..."
White,Holy Trousers,LOC,"Trousers donned by the men of the cloth, Though
plain to the naked eye, their hardy fabric
repels rain and keeps the body warm. Those dissatisfied with church teachings
must test their faith by going ..."
magic garb,Moonlight Robe,PERSON,"Robe of the Dark Sun Gwyndolin, protector
of the forsaken city of Anor Londo. The power of the moon was strong in
Gwyndolin, and thus he was raised as a
daughter. His magic garb is silk-thin
and hardl..."
magic garb,Moonlight Gloves,PERSON,"Gloves of the Dark Sun Gwyndolin, protector
of the forsaken city of Anor Londo. The power of the moon was strong in
Gwyndolin, and thus he was raised as a
daughter. His magic garb is silk-thin,
and ha..."
magic garb,Moonlight Waistcloth,PERSON,"Waistcloth of the Dark Sun Gwyndolin,
protector of the forsaken city of Anor Londo. The power of the moon was strong in
Gwyndolin, and thus he was raised as a
daughter. His magic garb is silk-thin,
an..."
Dragon School,Sage Robe,ORG,"Robe worn by Big Hat Logan. It is said to
have been from his apprentice days at Dragon
School, but it is so worn out, no one knows
what it originally looked like. Logan, who cared little for his appea..."
Armor of Smough,Smough`s Armor,ORG,"Armor of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
the Black Knight,Black Knight Gauntlets,ORG,"Gauntlets of the Black Knights who haunt
Lordran. The knights pursued Lord Gwyn when he
departed to link the flame, but they
were burned to ashes in newly kindled
fire, wandering the world as disembod..."
Manchette,Black Manchette,ORG,"Manchette worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against al..."
Manchette,Tattered Cloth Manchette,ORG,"Manchette worn by pyromancers of the Great
Swamp. Though it appears tattered, it is
actually quite strong. Their attire offers substantial protection
against poison, fire, and other forces of
nature o..."
the Silver Knights,Gough`s Gauntlets,ORG,"Gauntlets of Hawkeye Gough,
one of Gwyn's Four Knights. Received as a decoration of honor.
Crafted of similar material to the gauntlets worn by the Silver Knights."
the Silver Knights,Gough`s Leggings,ORG,"Leggings of Hawkeye Gough,
one of Gwyn's Four Knights. Received as a decoration of honor.
Crafted of similar material to the gauntlets worn by the Silver Knights."
Countless Knights,Steel Gauntlets,PERSON,"Gauntlets of the Knights of Berenike, known
for their heavy armaments and armor Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But thei..."
Countless Knights,Steel Leggings,PERSON,"Leggings of the Knights of Berenike, known
for their heavy armaments and armor Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their..."
Leggings,Balder Leggings,ORG,"Leggings worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were ..."
Leggings,Cleric Leggings,ORG,"Leggings worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. They are rather substantial in size and
weight, making their wearer look even bigger
than he ac..."
Leggings,Crystalline Leggings,ORG,"Leggings worn by a Hollowed knight, who was
partially crystallized. The crystal power provides good defense, but
they cannot be used for long because they
are easily broken and cannot be repaired."
Leggings,Elite Cleric Leggings,ORG,"Leggings worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. Among such leggings, those that were black
belonged to warrior clerics sent on missions,
many o..."
Leggings,Havel`s Leggings,ORG,"Leggings worn by Havel the Rock's warriors.
Carved from solid rock, their tremendous weight
is matched only by the defense it provides. Havel's warriors never flinched nor retreated
from battle. Those..."
Leggings of Black Iron Tarkus,Black Iron Leggings,ORG,"Leggings of Black Iron Tarkus, a knight
known for his great strength. Built of a special black iron and
providing strong defense, notably
against fire, but so terrible heavy to be
unwieldy to all but ..."
Hollow Warriors,Hollow Warrior Waistcloth,ORG,"Waistcloth worn by Hollow Warriors. It is so
tattered that it barely serves its purpose
anymore."
Leggings of Solaire,Iron Leggings,ORG,"Leggings of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhib..."
Leggings of Leeroy,Paladin Leggings,ORG,"Leggings of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lo..."
Leggings of Smough,Smough`s Leggings,ORG,"Leggings of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
