entity,character,entity_type,context
Hollow,OSWALD OF CARIM,ORG,"First encounter
Greetings.
I am Oswald of Carim, the pardoner.
Thou art a friend. For thee, a warm welcome.
Cometh thou to confess? Or to accuse? For indeed all sin is my domain.
First encounter
Greet..."
Hollow,PETRUS OF THOROLUND,ORG,"Before Rhea arrives at Firelink Shrine
Before Rhea arrives at Firelink Shrine
Speaking to him for the first time
Hello there. I believe we are not acquainted?
I am Petrus of Thorolund. Have you busine..."
Hollow,PETRUS OF THOROLUND,ORG,"Before Rhea arrives at Firelink Shrine
Before Rhea arrives at Firelink Shrine
Speaking to him for the first time
Hello there. I believe we are not acquainted?
I am Petrus of Thorolund. Have you busine..."
Hollow,PETRUS OF THOROLUND,ORG,"Before Rhea arrives at Firelink Shrine
Before Rhea arrives at Firelink Shrine
Speaking to him for the first time
Hello there. I believe we are not acquainted?
I am Petrus of Thorolund. Have you busine..."
Hollow,PETRUS OF THOROLUND,ORG,"Before Rhea arrives at Firelink Shrine
Before Rhea arrives at Firelink Shrine
Speaking to him for the first time
Hello there. I believe we are not acquainted?
I am Petrus of Thorolund. Have you busine..."
Hollow,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Hollow,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Hollow,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Hollow,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Hollow,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Hollow,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Hollow,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Hollow,RHEA OF THOROLUND,ORG,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,RICKERT OF VINHEIM,ORG,"First time speaking to him
Hrm?
Well, this is unusual. You haven't lost your head.
And more importantly, you're free. How on earth…
…Well, I shouldn't pry.
I am Rickert of Vinheim.
I was once an estab..."
Hollow,SHIVA OF THE EAST,ORG,"In Darkroot Garden
In Darkroot Garden
First time speaking to him
I've heard all about you.
I'm Shiva of the East, captain of the brigade.
Let's teach you the clan basic now,
as there is no time to cha..."
Hollow,SHIVA OF THE EAST,ORG,"In Darkroot Garden
In Darkroot Garden
First time speaking to him
I've heard all about you.
I'm Shiva of the East, captain of the brigade.
Let's teach you the clan basic now,
as there is no time to cha..."
Hollow,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Hollow,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Hollow,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Hollow,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Hollow,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Hollow,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Hollow,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Hollow,SIEGLINDE OF CATARINA,ORG,"Sieglinde's dialogues
1. Duke's Archives
1. Duke's Archives
Talk
It was you who rescued me? Why, thank you.
I am Sieglinde of Catarina.
I don't know how I ended up in that crystal…
It wasn't terrible ..."
Hollow,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Hollow,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Hollow,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Hollow,SOLAIRE OF ASTORA,ORG,"Undead Burg
Undead Burg
First time speaking to him
Ah, hello! You don't look Hollow, far from it!
I am Solaire of Astora, an adherent of the Lord of Sunlight.
Now that I am Undead, I have come to this..."
Hollow,UNDEAD MERCHANT (FEMALE),ORG,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Hollow,UNDEAD MERCHANT (FEMALE),ORG,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Hollow,UNDEAD MERCHANT (FEMALE),ORG,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Hollow,UNDEAD MERCHANT (FEMALE),ORG,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Hollow,UNDEAD MERCHANT (FEMALE),ORG,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Hollow,UNDEAD MERCHANT (FEMALE),ORG,"First time speaking to her
Hmm, you still have your senses about you?
Then why won't you buy some of my moss?
I need your souls!
Vee hee hee!
First time speaking to her
Hmm, you still have your senses..."
Thine,ALVINA OF THE DARKROOT WOOD,GPE,"First time talking to her
Is it not so that thou art new.
Thou fared well to find me.
But cometh thee not for the grave of Sir Artorias?
My advice true, forget this!
The legend of Artorias art none bu..."
Thine,ALVINA OF THE DARKROOT WOOD,GPE,"First time talking to her
Is it not so that thou art new.
Thou fared well to find me.
But cometh thee not for the grave of Sir Artorias?
My advice true, forget this!
The legend of Artorias art none bu..."
Thine,DUSK OF OOLACILE,GPE,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Thine,DUSK OF OOLACILE,GPE,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Thine,DUSK OF OOLACILE,GPE,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Thine,DUSK OF OOLACILE,GPE,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Thine,ELIZABETH,GPE,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Thine,ELIZABETH,GPE,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Hellish,ALVINA OF THE DARKROOT WOOD,GPE,"First time talking to her
Is it not so that thou art new.
Thou fared well to find me.
But cometh thee not for the grave of Sir Artorias?
My advice true, forget this!
The legend of Artorias art none bu..."
Hellish,ALVINA OF THE DARKROOT WOOD,GPE,"First time talking to her
Is it not so that thou art new.
Thou fared well to find me.
But cometh thee not for the grave of Sir Artorias?
My advice true, forget this!
The legend of Artorias art none bu..."
Anastacia,ANASTACIA OF ASTORA,PERSON,"Speak to her after returning her soul
… Th, thank you…
… I am Anastacia of Astora.
… Now I can continue my duty as a Keeper.
… But…
… I only hope that my impure tongue does not offend.
Speak to her af..."
Anastacia,ANASTACIA OF ASTORA,PERSON,"Speak to her after returning her soul
… Th, thank you…
… I am Anastacia of Astora.
… Now I can continue my duty as a Keeper.
… But…
… I only hope that my impure tongue does not offend.
Speak to her af..."
